english,indo,english_matches,indo_matches
"a small brown bird with a brown crown and light taupe superciliary, breast and belly.","seekor burung kecil berwarna coklat dengan mahkota coklat dan superciliary kelabu tua, dada dan perut.",['superciliary'],['superciliary']
"this bird has a white belly and breast, with a brown crown and superciliary.","burung ini memiliki perut dan dada berwarna putih, dengan mahkota dan superciliary berwarna coklat.",['superciliary'],['superciliary']
"this handsome fellow is mostly white with light brown crown, superciliaries, wings, and tail.","pria tampan ini sebagian besar berkulit putih dengan mahkota, superciliary, sayap, dan ekor berwarna coklat muda.",['superciliaries'],['superciliary']
"a small bird with golden brown crown, white superciliary, brown coverts and wingbars.","seekor burung kecil dengan mahkota berwarna coklat keemasan, superciliary berwarna putih, bulu dan sayap berwarna coklat.",['superciliary'],['superciliary']
this smaller bird has a white belly and breast with brown crown and superciliary.,burung yang lebih kecil ini memiliki perut dan dada berwarna putih dengan mahkota dan superciliary berwarna coklat.,['superciliary'],['superciliary']
"a singing bird with a yellow breast, a white neck, and a black superciliary.","burung berkicau dengan dada kuning, leher putih, dan superciliary hitam.",['superciliary'],['superciliary']
the crown and superciliary feather colors contrast distinctly from the edge of the bill all the way to the nape.,warna mahkota dan superciliary sangat kontras dari tepi paruh hingga ke tengkuk.,['superciliary'],['superciliary']
"a brown and yellow bird with light yellow superciliary, throat and belly.","burung berwarna coklat dan kuning dengan superciliary, tenggorokan dan perut berwarna kuning muda.",['superciliary'],['superciliary']
"this little bird has a white belly and breast, black superciliary, and brown crown.","burung kecil ini memiliki perut dan dada berwarna putih, superciliary berwarna hitam, dan mahkota berwarna coklat.",['superciliary'],['superciliary']
"a white breasted bird with black superciliary, brown primaries, and a short pointed bill.","burung berdada putih dengan superciliary hitam, bulu primer coklat, dan paruh runcing pendek.",['superciliary'],['superciliary']
this little bird is mostly light brown with a black superciliary.,burung kecil ini sebagian besar berwarna coklat muda dengan superciliary berwarna hitam.,['superciliary'],['superciliary']
this bird has a white belly and breast with brown crown and superciliary.,burung ini memiliki perut dan dada berwarna putih dengan mahkota dan superciliary berwarna coklat.,['superciliary'],['superciliary']
"lime belly, throat, and superciliary with brown cheek patched, primary and secondary colored bird.","perut kapur, tenggorokan, dan superciliary dengan bercak coklat di pipi, burung berwarna bulu primer dan bulu sekunder.",['superciliary'],['superciliary']
"this little bird has a white belly and breast, with brown crown and sueperciliary.","Burung kecil ini memiliki perut dan dada berwarna putih, dengan mahkota dan superciliary berwarna coklat.",[],['superciliary']
"bird with brown beak, crown, nape, white superciliary, reddish brown, tarsus and feet, light brown belly and abdomen","burung dengan paruh berwarna coklat, mahkota, tengkuk, superciliary berwarna putih, coklat kemerahan, tarsus dan kaki, perut dan perut berwarna coklat muda",['superciliary'],['superciliary']
"the superciliary of this bird is yellow, the rest of it's body is grey, and it's bill is narrow.","superciliary burung ini berwarna kuning, seluruh badannya berwarna abu-abu, dan paruhnya sempit.",['superciliary'],['superciliary']
this little bird has a gray belly and breast with a brown crown and superciliary.,Burung kecil ini memiliki perut dan dada berwarna abu-abu dengan mahkota berwarna coklat dan superciliary.,['superciliary'],['superciliary']
"this small bird has a tan breast, brown wings,a brown crown with tan supercillary,and a short brown beak.","burung kecil ini memiliki dada berwarna coklat, sayap berwarna coklat, mahkota berwarna coklat dengan supercillary berwarna coklat, dan paruh pendek berwarna coklat.",['supercillary'],['supercillary']
a small brown bird with light taupe superciliary and a small sharp bill.,seekor burung kecil berwarna coklat dengan superciliary kelabu tua dan paruh kecil yang tajam.,['superciliary'],['superciliary']
a small light brown bird with a dark crown and light superciliary.,seekor burung kecil berwarna coklat muda dengan mahkota gelap dan superciliary terang.,['superciliary'],['superciliary']
"this bird has a white belly and breast, with a brown crown, superciliary, and nape.","burung ini memiliki perut dan dada berwarna putih, dengan mahkota, superciliary, dan tengkuk berwarna coklat.",['superciliary'],['superciliary']
"this brown bird has a white superciliary and a long, pointed bill.",burung berwarna coklat ini memiliki superciliary berwarna putih dan paruh yang panjang dan runcing.,['superciliary'],['superciliary']
a small brown bird with tan belly and a light tan superciliary and some light patches in the wings and crown.,seekor burung kecil berwarna coklat dengan perut berwarna coklat dan superciliary berwarna coklat muda dan beberapa bercak tipis di sayap dan mahkota.,['superciliary'],['superciliary']
"a bird with a brown crown above a white superciliary, the white continuing down the throat and breast.","seekor burung dengan mahkota berwarna coklat di atas superciliary berwarna putih, warna putih berlanjut hingga ke tenggorokan dan dada.",['superciliary'],['superciliary']
"a small bird has a dark black eye, a light white superciliary, and a gray side.","seekor burung kecil memiliki mata hitam gelap, superciliary putih terang, dan sisi abu-abu.",['superciliary'],['superciliary']
"this bird is small, light brown in color with a slender, pointed bill, a light colored superciliary, and brown wings.","burung ini berukuran kecil, berwarna coklat muda dengan paruh ramping dan runcing, superciliary berwarna terang, dan sayap berwarna coklat.",['superciliary'],['superciliary']
"this bird has a brown crown, a sharp bill, and a brown superciliary","burung ini memiliki mahkota berwarna coklat, paruh runcing, dan superciliary berwarna coklat",['superciliary'],['superciliary']
"this small bird has a long bill with brown crown and white superciliary, light brown wings and white belly.","Burung kecil ini mempunyai paruh yang panjang dengan mahkota berwarna coklat dan superciliary berwarna putih, sayap berwarna coklat muda dan perut berwarna putih.",['superciliary'],['superciliary']
this little bird has a gray belly and breast with a black superciliary and short pointy bill.,burung kecil ini memiliki perut dan dada berwarna abu-abu dengan superciliary berwarna hitam dan paruh pendek dan runcing.,['superciliary'],['superciliary']
"this, small bright colored bird has a small head with black eyes and faint black eyering with a bright green superciliary, a pale yellow throat and white belly.","Burung kecil berwarna cerah ini memiliki kepala kecil dengan mata hitam dan cincin mata hitam samar dengan superciliary hijau cerah, tenggorokan kuning pucat dan perut putih.",['superciliary'],['superciliary']
"this small bird has a pale yellow belly, tall feathers on its crown, a black superciliary and a short beak.","burung kecil ini memiliki perut berwarna kuning pucat, bulu tinggi pada mahkotanya, superciliary berwarna hitam dan paruh pendek.",['superciliary'],['superciliary']
"this small little bird has a pointed black and white bill, a grey with white dots crown, white superciliary and white belly.","Burung kecil kecil ini memiliki paruh runcing berwarna hitam putih, mahkota berwarna abu-abu dengan titik-titik putih, superciliary berwarna putih, dan perut berwarna putih.",['superciliary'],['superciliary']
"this little bird has a yellow belly and breast, with a black superciliary and gray nape.","Burung kecil ini memiliki perut dan dada berwarna kuning, dengan superciliary berwarna hitam dan tengkuk berwarna abu-abu.",['superciliary'],['superciliary']
"this round bird has a chartreuse throat and belly, a yellow superciliary, and a short gray bill.","burung bulat ini memiliki tenggorokan dan perut berwarna kuning kekuning-kuningan, superciliary berwarna kuning, dan paruh pendek berwarna abu-abu.",['superciliary'],['superciliary']
"this small bird has a yellow belly, short beak and white superciliary.","burung kecil ini memiliki perut berwarna kuning, paruh pendek, dan superciliary berwarna putih.",['superciliary'],['superciliary']
"this small bird has green feathers, a white belly, a small pointy beak and a light green supercilary.","burung kecil ini mempunyai bulu berwarna hijau, perut berwarna putih, paruh kecil runcing dan supercilary berwarna hijau muda.",['supercilary'],['supercilary']
"a small yellow bird with black crown, yellow superciliary and grey primaries.","seekor burung kuning kecil dengan mahkota hitam, superciliary kuning dan bulu primer abu-abu.",['superciliary'],['superciliary']
the superciliary area is orange the crown of the head is black and the body is mostly 2 shades of green.,"daerah superciliary berwarna jingga, ubun-ubun kepala berwarna hitam dan badan sebagian besar berwarna hijau 2 rona.",['superciliary'],['superciliary']
this is a small yellow bird with some orange on its superciliary and black crown.,ini adalah burung kuning kecil dengan sedikit warna oranye di mahkota superciliary dan hitamnya.,['superciliary'],['superciliary']
"this is a petite bird, shades of yellow in color, with black eyes, bright yellow superciliary and throat, and a small beak.","Ini adalah burung mungil, warnanya kuning, dengan mata hitam, superciliary dan tenggorokan berwarna kuning cerah, dan paruh kecil.",['superciliary'],['superciliary']
"this bird has a black crown, a black eye with a yellow eyering, and a bright yellow superciliary..","burung ini mempunyai mahkota berwarna hitam, mata berwarna hitam dengan cincin mata berwarna kuning, dan superciliary berwarna kuning cerah..",['superciliary'],['superciliary']
"bird with brown beak, tarsus and feet, and black eye with brown superciliary, wings and gray side","burung dengan paruh, tarsus dan kaki berwarna coklat, dan mata hitam dengan superciliary coklat, sayap dan sisi abu-abu",['superciliary'],['superciliary']
"a small bird with a yellow throat, belly and abdomen and a black superciliary.","seekor burung kecil dengan tenggorokan, perut dan perut berwarna kuning serta superciliary berwarna hitam.",['superciliary'],['superciliary']
this small bird has a light colored belly and breast with black superciliary and secondaries.,burung kecil ini memiliki perut dan dada berwarna terang dengan superciliary dan bulu sekunder berwarna hitam.,['superciliary'],['superciliary']
"the crown is yellow and black striped, the eyebrow is yellow and the superciliary, black, the throat and belly are a light yellow color and the wings are yellow and grey.","ubun-ubun bergaris kuning hitam, alis kuning dan alis berwarna hitam, tenggorokan dan perut berwarna kuning muda, dan sayap berwarna kuning abu-abu.",['superciliary'],[]
"this bird has a greenish color to most of it's body, with black superciliaries and crown.","Burung ini memiliki warna kehijauan pada sebagian besar tubuhnya, dengan superciliary dan mahkota berwarna hitam.",['superciliaries'],['superciliary']
this bird is almost all yellow with black superciliaries and crown stripes.,burung ini hampir seluruhnya berwarna kuning dengan superciliary hitam dan garis-garis mahkota.,['superciliaries'],['superciliary']
"this is a dirty yellow bird with some black cheek, a yellow superciliary, and a black stripe on the crown.","ini adalah burung kuning kotor dengan pipi hitam, superciliary kuning, dan garis hitam di mahkotanya.",['superciliary'],['superciliary']
this particular bird has a black supercillary and yellow crown,burung ini memiliki supercillary hitam dan mahkota kuning,['supercillary'],['supercillary']
"this smaller bird has a light belly and neck, with dark gray superciliary, crest, and wings.","burung yang lebih kecil ini memiliki perut dan leher berwarna terang, dengan superciliary, jambul, dan sayap berwarna abu-abu tua.",['superciliary'],['superciliary']
"this bird has a white belly and breast, with a black superciliary and crown stripe.","burung ini memiliki perut dan dada berwarna putih, dengan garis alis dan mahkota berwarna hitam.",['superciliary'],[]
this little brown bird has black superciliaries and crown strips.,burung kecil berwarna coklat ini memiliki superciliary dan garis mahkota berwarna hitam.,['superciliaries'],['superciliary']
"a small colorful bird, with a short black beak, and supercilary.","seekor burung kecil berwarna-warni, dengan paruh hitam pendek, dan supercilary.",['supercilary'],['supercilary']
this bird is mostly yellow with black stripes on its crown and superciliary.,burung ini sebagian besar berwarna kuning dengan garis-garis hitam pada mahkota dan bulu matanya.,['superciliary'],[]
"a small bird with grey crown, black eyebrow and yellow superciliary.","seekor burung kecil dengan mahkota abu-abu, alis hitam dan superciliary kuning.",['superciliary'],['superciliary']
"this little bird has black stripes on its crown and black superciliary stripes, and has a yellowish-green breast and belly with white speckles.","burung kecil ini memiliki garis-garis hitam pada mahkotanya dan garis-garis superciliary hitam, serta memiliki dada dan perut berwarna hijau kekuningan dengan bintik-bintik putih.",['superciliary'],['superciliary']
the black eyebrow and superciliary are striking on this small bird whose predominant color is a yellowish/greenish hue with black touching the ends of the primaries and inner and outer rectrices.,alis hitam dan superciliary mencolok pada burung kecil ini yang warna dominannya adalah rona kekuningan/kehijauan dengan warna hitam menyentuh ujung bulu primer dan inner dan outer rectrices.,['superciliary'],['superciliary']
this is a green and yellow bird with a black supercillary and a brown bill,ini adalah burung berwarna hijau dan kuning dengan supercillary hitam dan paruh coklat,['supercillary'],['supercillary']
"this bird has a sandy colored chest, and a sandy colored supercillary.","burung ini memiliki dada berwarna berpasir, dan supercillary berwarna berpasir.",['supercillary'],['supercillary']
"this little guy is almost completely yellow with brown stripes on its crown, and superciliaries.","makhluk kecil ini hampir seluruhnya berwarna kuning dengan garis-garis coklat di mahkotanya, dan superciliary.",['superciliaries'],['superciliary']
this little bird has a greenish body and black stripes on it's crown and superciliary.,Burung kecil ini memiliki tubuh berwarna kehijauan dan garis-garis hitam pada mahkota dan bulu matanya.,['superciliary'],[]
this small yellow bird has a sharp brown bill and dark superciliaries.,burung kecil berwarna kuning ini memiliki paruh berwarna coklat tajam dan superciliary berwarna gelap.,['superciliaries'],['superciliary']
"this little bird is mostly light brown with black superciliary stripes, and on its crown.","Burung kecil ini sebagian besar berwarna coklat muda dengan garis-garis superciliary hitam, dan pada mahkotanya.",['superciliary'],['superciliary']
"this bird has grey wings and tail feathers, a yellow head with black superciliary and eyebrow.","burung ini mempunyai sayap dan bulu ekor berwarna abu-abu, kepala berwarna kuning dengan superciliary dan alis berwarna hitam.",['superciliary'],['superciliary']
"this little bird is mostly yellow with black stripes along its crown, and superciliary.","Burung kecil ini sebagian besar berwarna kuning dengan garis-garis hitam di sepanjang mahkotanya, dan superciliary.",['superciliary'],['superciliary']
"this little bird has a yellow belly and breast, with a black superciliary and crown.","burung kecil ini memiliki perut dan dada berwarna kuning, dengan superciliary dan mahkota berwarna hitam.",['superciliary'],['superciliary']
"this small bird has a black superciliary, a pointed beak, and a green & yellow mottled breast.","Burung kecil ini memiliki superciliary berwarna hitam, paruh runcing, dan dada berbintik-bintik hijau & kuning.",['superciliary'],['superciliary']
the puffed body of this bird is considerably larger than its head that has a yellow colored superciliary.,Badan burung ini yang menggembung jauh lebih besar dari kepalanya yang memiliki superciliary berwarna kuning.,['superciliary'],['superciliary']
"a small bird with a white belly with black striped feathers, a small dark green head compared to body, a black cheek patch, and light green superciliary.","burung kecil dengan perut berwarna putih dengan bulu bergaris hitam, kepala kecil berwarna hijau tua dibandingkan badan, bercak pipi hitam, dan superciliary berwarna hijau muda.",['superciliary'],['superciliary']
"this bird has a spotted breast, a grey back, and a white superciliary","burung ini memiliki dada berbintik, punggung berwarna abu-abu, dan superciliary berwarna putih",['superciliary'],['superciliary']
"this small brown bird has a creamy white superciliary, a creamy white breast with brown spots and a creamy white belly with brown spots.","Burung kecil berwarna coklat ini memiliki superciliary berwarna putih krem, dada berwarna putih krem ​​​​dengan bintik-bintik coklat, dan perut berwarna putih krem ​​​​dengan bintik-bintik coklat.",['superciliary'],['superciliary']
a brown bird with a brown speckled breast and light supercillary stripes on his face with a sharp dark beak.,seekor burung berwarna coklat dengan dada berbintik-bintik coklat dan garis-garis tipis di wajahnya dengan paruh gelap yang tajam.,['supercillary'],[]
"this colorful bird has a mottled yellow & black breast & belly, a yellow superciliary, and gray wings.","burung berwarna-warni ini memiliki dada & perut berbintik-bintik kuning & hitam, superciliary kuning, dan sayap abu-abu.",['superciliary'],['superciliary']
"this bird has a yellow & brown mottled belly, breast & throat, and a yellow superciliary.","burung ini memiliki perut, dada & tenggorokan berbintik-bintik kuning & coklat, dan superciliary berwarna kuning.",['superciliary'],['superciliary']
"a small bird with brown crown, cream superciliary and brown spotted yellow belly.","burung kecil dengan mahkota berwarna coklat, superciliary berwarna krem, dan perut kuning berbintik coklat.",['superciliary'],['superciliary']
a little bird with brown wingbars and a white superciliary.,seekor burung kecil dengan garis sayap berwarna coklat dan superciliary berwarna putih.,['superciliary'],['superciliary']
"this plump, small bird has a gray back and yellow belly and superciliary with gray speckles.",burung kecil gempal ini memiliki punggung berwarna abu-abu dan perut kuning serta superciliary dengan bintik abu-abu.,['superciliary'],['superciliary']
a black spotted on yellow bellied bird with black superciliary and gray wings.,burung berbintik hitam pada perut kuning dengan superciliary hitam dan sayap abu-abu.,['superciliary'],['superciliary']
this bird has a white and brown striped belly and breast with a brown superciliary and crown.,burung ini memiliki perut dan dada bergaris putih coklat dengan superciliary dan mahkota berwarna coklat.,['superciliary'],['superciliary']
the small bird has a mix of brown and beige feathers on its chest and beige superciliary feathers.,burung kecil ini memiliki campuran bulu berwarna coklat dan krem ​​​​di dadanya serta superciliary berwarna krem.,['superciliary'],['superciliary']
"this bird has a light colored breast with dark strips, superciliary, and crown.","burung ini memiliki dada berwarna terang dengan garis-garis gelap, superciliary, dan mahkota.",['superciliary'],['superciliary']
"this is a small bird with a yellow belly with black stripes, a yellow superciliary, brown wings, a brown crown.","ini burung kecil dengan perut kuning bergaris hitam, superciliary kuning, sayap coklat, mahkota coklat.",['superciliary'],['superciliary']
"a light brown bird with a light belly, dark wings, a white superciliary, and a small, thin, brown bill.","seekor burung berwarna coklat muda dengan perut terang, sayap gelap, superciliary berwarna putih, dan paruh kecil, tipis, berwarna coklat.",['superciliary'],['superciliary']
"bird with grayish brown beak, gray crown, nape and wings, with white superciliary, black eye and brown tarsus and feet","burung dengan paruh berwarna coklat keabu-abuan, mahkota berwarna abu-abu, tengkuk dan sayap, dengan superciliary berwarna putih, mata hitam dan tarsus serta kaki berwarna coklat",['superciliary'],['superciliary']
the bird has sharp pointed beak with white superciliary and has brown tarsus and feet.,burung ini memiliki paruh runcing runcing dengan superciliary berwarna putih serta memiliki tarsus dan kaki berwarna coklat.,['superciliary'],['superciliary']
a brown bird with a white stripe across the supercillary.,seekor burung coklat dengan garis putih di supercillary.,['supercillary'],['supercillary']
"this bird has a dull brown head and white superciliary, the bill and legs are light orange.","burung ini mempunyai kepala berwarna coklat kusam dan superciliary berwarna putih, paruh dan kakinya berwarna jingga muda.",['superciliary'],['superciliary']
this smaller bird has a white with brown stripe belly and breast with a brown crown and superciliary.,Burung yang lebih kecil ini memiliki perut berwarna putih bergaris coklat dan dada dengan mahkota berwarna coklat dan superciliary.,['superciliary'],['superciliary']
"this small bird has a spotted belly, grey wings, white superciliaries and a medium length beak.","burung kecil ini memiliki perut berbintik, sayap abu-abu, superciliary berwarna putih, dan paruh berukuran sedang.",['superciliaries'],['superciliary']
"this bird has long legs, a white breast with brown spots, and a white superciliary area.","burung ini mempunyai kaki yang panjang, dada berwarna putih dengan bintik-bintik coklat, dan daerah alis berwarna putih.",['superciliary'],[]
"the white belly has some stripes of brown, the cheek patch and superciliary is white, while the rest of the body is brown.","Perutnya berwarna putih dengan beberapa garis berwarna coklat, bagian pipi dan alis berwarna putih, sedangkan bagian tubuh lainnya berwarna coklat.",['superciliary'],[]
this little bird has a white with brown speckles belly and breast with a brown superciliary and crown.,Burung kecil ini memiliki perut berwarna putih berbintik coklat dan dada dengan superciliary dan mahkota berwarna coklat.,['superciliary'],['superciliary']
this little bird has a speckled belly and breast with a brown superciliary and crown.,burung kecil ini memiliki perut dan dada berbintik-bintik dengan superciliary dan mahkota berwarna coklat.,['superciliary'],['superciliary']
a small brown bird with brown primaries and secondaries and white superciliary and throat.,seekor burung kecil berwarna coklat dengan warna bulu primer dan bulu sekunder berwarna coklat serta superciliary dan tenggorokan berwarna putih.,['superciliary'],['superciliary']
"this small bird has a sharp black beak, white superciliary, black eyering, brown cheek patch, white malar stripe, and dark brown crown and back.","Burung kecil ini memiliki paruh berwarna hitam runcing, superciliary berwarna putih, cincin mata berwarna hitam, bercak pipi berwarna coklat, garis malar berwarna putih, serta ubun-ubun dan punggung berwarna coklat tua.",['superciliary'],['superciliary']
this is a brown to white bird which is small in stature and has a distinctive white superciliary.,ini adalah burung berwarna coklat sampai putih yang bertubuh kecil dan memiliki superciliary berwarna putih yang khas.,['superciliary'],['superciliary']
"bird with sharp and pointed beak, light brown tarsus and feet, green crown and nape, and greenish white superciliary","burung dengan paruh runcing dan runcing, tarsus dan kaki berwarna coklat muda, mahkota dan tengkuk berwarna hijau, serta superciliary berwarna putih kehijauan",['superciliary'],['superciliary']
"this bird has a pointed bill, brown crown and wings with a dark yellow superciliary, yellow with brown and black stripe belly feathers.","burung ini mempunyai paruh runcing, mahkota dan sayap berwarna coklat dengan superciliary berwarna kuning tua, bulu perut berwarna kuning dengan garis coklat dan hitam.",['superciliary'],['superciliary']
"a small bird with mottled wingbars, a grey bill and a stripe across its supercillary.","seekor burung kecil dengan garis sayap berbintik-bintik, paruh abu-abu, dan garis di supercillary-nya.",['supercillary'],['supercillary']
"a small bird with a black back and nape, speckled black and white chest and white supercillary.","burung kecil dengan punggung dan tengkuk berwarna hitam, dada berbintik hitam putih, dan supercillary berwarna putih.",['supercillary'],['supercillary']
a small bird with a brown and tan striped belly and white strips on the superciliary region.,seekor burung kecil dengan perut bergaris coklat dan kecokelatan serta garis putih di daerah superciliary.,['superciliary'],['superciliary']
"a sleek mid-size bird with a very dark brown crown, dark brown wings and tail, speckled dark brown and pale yellow throat breast and belly and a pale yellow superciliary.","burung ramping berukuran sedang dengan mahkota berwarna coklat tua, sayap dan ekor berwarna coklat tua, dada dan perut tenggorokan berwarna coklat tua dan kuning pucat berbintik-bintik, serta superciliary berwarna kuning pucat.",['superciliary'],['superciliary']
mostly brown bird with off white superciliary and side. large brown feet.,sebagian besar burung berwarna coklat dengan superciliary dan bagian samping berwarna putih. kaki coklat besar.,['superciliary'],['superciliary']
"this bird has a thick, very pointed, black bill, the head has a brown crown with a tan superciliary and a brown eyebrow.","burung ini memiliki paruh yang tebal, sangat runcing, berwarna hitam, kepala memiliki mahkota berwarna coklat dengan superciliary berwarna coklat dan alis berwarna coklat.",['superciliary'],['superciliary']
"this bird has a black ccrown, a white superciliary, and a spotted brown and white breast.","burung ini mempunyai mahkota berwarna hitam, superciliary berwarna putih, dan dada berbintik coklat putih.",['superciliary'],['superciliary']
"this small bird has a white breast, with a brown crown and a white superciliary.","burung kecil ini memiliki dada berwarna putih, mahkota berwarna coklat, dan superciliary berwarna putih.",['superciliary'],['superciliary']
"bird with black eye, white superciliary, gray wings, pinkish brown tarsus and feet, and white thigh","burung bermata hitam, superciliary berwarna putih, sayap berwarna abu-abu, tarsus dan kaki berwarna coklat kemerahan, serta paha berwarna putih",['superciliary'],['superciliary']
"a light grey bird with white and black striped belly, a white superciliary, a black crown, and grey wings.","burung abu-abu muda dengan perut bergaris putih dan hitam, superciliary putih, mahkota hitam, dan sayap abu-abu.",['superciliary'],['superciliary']
"small bird with an off white underside, and scattered brown spots, top of bird is brown, off white superciliaries.","burung kecil dengan bagian bawah berwarna putih pucat dan bercak coklat tersebar, bagian atas burung berwarna coklat, superciliary berwarna putih pucat.",['superciliaries'],['superciliary']
"this bird has a black crown, a white superciliary, and a spotted white breast","burung ini memiliki mahkota berwarna hitam, superciliary berwarna putih, dan dada berwarna putih berbintik",['superciliary'],['superciliary']
"bird with gray beak, crown and wings, brown tarsus and feet, white superciliary, throat and belly","burung dengan paruh abu-abu, mahkota dan sayap, tarsus dan kaki coklat, superciliary putih, tenggorokan dan perut",['superciliary'],['superciliary']
"this small little bird has a grey crown with white superciliary, grey wing feathers and with with grey spots on the belly.","Burung kecil kecil ini memiliki mahkota berwarna abu-abu dengan superciliary berwarna putih, bulu sayap berwarna abu-abu dan dengan bintik-bintik abu-abu di bagian perutnya.",['superciliary'],['superciliary']
this bird has white superciliary that extends directly into its short pointy beak,burung ini mempunyai superciliary berwarna putih yang memanjang langsung ke paruhnya yang pendek dan runcing,['superciliary'],['superciliary']
"a small bird with a long pointed bill, white superciliary, and is generally brown with a white breast with brown markings.","burung kecil dengan paruh panjang runcing, superciliary berwarna putih, dan umumnya berwarna coklat dengan dada berwarna putih dengan corak coklat.",['superciliary'],['superciliary']
this bird has a gray belly and breast with a pink neck and crown with a black superciliary.,burung ini memiliki perut dan dada berwarna abu-abu dengan leher berwarna merah muda dan mahkota dengan superciliary berwarna hitam.,['superciliary'],['superciliary']
this bird has very smooth plumage; gray on the belly and shading toward red on the superciliary and the crown.,burung ini mempunyai bulu yang sangat halus; abu-abu di bagian perut dan bernuansa merah di bagian superciliary dan mahkota.,['superciliary'],['superciliary']
"this colorful little bird has a gray belly, black neck and superciliary, orange crest, and white wingbars.","burung kecil berwarna-warni ini memiliki perut abu-abu, leher dan alis berwarna hitam, jambul oranye, dan garis sayap berwarna putih.",['superciliary'],[]
"this bird has a grey belly and wings with white wingbars, orange crown and undertail, and black superciliary and throat.","burung ini memiliki perut dan sayap berwarna abu-abu dengan garis sayap berwarna putih, mahkota dan ekor bawah berwarna jingga, serta superciliary dan tenggorokan berwarna hitam.",['superciliary'],['superciliary']
"a gray bird with white and black secondaries, black superciliaries, and a red crown and cheek patches.","burung abu-abu dengan bulu sekunder putih dan hitam, superciliary hitam, dan mahkota merah serta bercak pipi.",['superciliaries'],['superciliary']
"this magnificent specimen has a light colored torso and belly with a black neck, black superciliary, and black and white striped secondaries.","Spesimen yang luar biasa ini memiliki batang tubuh dan perut berwarna terang dengan leher hitam, superciliary hitam, dan bulu sekunder bergaris hitam dan putih.",['superciliary'],['superciliary']
this bird has a gray body from vent to neck with a black superciliary and brown crown.,burung ini memiliki tubuh berwarna abu-abu dari lubang hingga leher dengan superciliary berwarna hitam dan mahkota berwarna coklat.,['superciliary'],['superciliary']
this grey bird has some orange on supercilary and feet.,burung abu-abu ini memiliki warna oranye di bagian supercilary dan kakinya.,['supercilary'],['supercilary']
this bird is mostly tan with a black throat and superciliary and a tan spiked crown.,burung ini sebagian besar berwarna coklat dengan tenggorokan berwarna hitam dan superciliary serta mahkota berduri coklat.,['superciliary'],['superciliary']
this bird has a shortened face and bill with black superciliary and light red hued head.,burung ini mempunyai muka dan paruh yang pendek dengan superciliary berwarna hitam dan kepala berwarna merah muda.,['superciliary'],['superciliary']
"grey colored throughout except for its reddish cheek and nape, and its black throat and superciliary. also has black primaries with white stripes and yellow on the tip of its tail and brown under its tail.","seluruhnya berwarna abu-abu kecuali pipi dan tengkuknya yang kemerahan, serta tenggorokan dan superciliarynya yang hitam. juga memiliki warna bulu primer hitam dengan garis-garis putih dan kuning di ujung ekornya dan coklat di bawah ekornya.",['superciliary'],['superciliarynya']
"a small bird with a short dark bill and cheek patch, brownish superciliary, all gray side and back, red and yellow patches on primaries and rectrices.","seekor burung kecil dengan paruh pendek dan bercak pipi berwarna gelap, superciliary berwarna kecoklatan, seluruh sisi dan punggung berwarna abu-abu, bercak merah dan kuning pada bagian bulu primer dan rectrices .",['superciliary'],['superciliary']
"a mostly white bird with a red undertail coverts, a pointed bill, black cheek patch and superciliary, and a longer tuft of hair on the crown.","burung yang sebagian besar berwarna putih dengan bulu ekor bagian bawah berwarna merah, paruh runcing, bagian pipi dan superciliary berwarna hitam, serta seberkas rambut yang lebih panjang di bagian ubun-ubun.",['superciliary'],['superciliary']
"this bird has a black neck and superciliary, with a pink crown and nape.","burung ini memiliki leher dan superciliary berwarna hitam, dengan mahkota dan tengkuk berwarna merah muda.",['superciliary'],['superciliary']
"a mostly tan colored bird with long crown feathers and a black superciliary, as well as black, white and yellow patterned primary feathers.","burung yang sebagian besar berwarna coklat dengan bulu mahkota panjang dan superciliary berwarna hitam, serta bulu primer bercorak hitam, putih dan kuning.",['superciliary'],['superciliary']
"the bird has a white fluffy crown, black undertail coverts and black eyerings with orange eyebrows.","burung ini memiliki mahkota berbulu putih, bulu ekor hitam, dan superciliary hitam dengan alis oranye.",[],['superciliary']
"this bird is mostly white with a red, black and yellow tail, black throat and eyering with some rose in the superciliary and a white tuft.","Burung ini sebagian besar berwarna putih dengan ekor berwarna merah, hitam dan kuning, tenggorokan berwarna hitam dan cincin mata bermata dengan sedikit mawar di bagian superciliary dan jambul putih.",['superciliary'],['superciliary']
"the striking face has a black eyering/supercillary with a golden crown and neck, while the rest of the body is grey.","wajah yang mencolok memiliki cincin mata hitam/supercillary dengan mahkota dan leher emas, sedangkan bagian tubuh lainnya berwarna abu-abu.",['supercillary'],['supercillary']
"this bird has almost all gray with a black neck, superciliary, with orange crest and vent.","burung ini hampir seluruhnya berwarna abu-abu dengan leher berwarna hitam, superciliary, dengan jambul dan lubang berwarna jingga.",['superciliary'],['superciliary']
this bird has an all light gray breast and belly with an orange eyebrow and black superciliary.,burung ini memiliki dada dan perut berwarna abu-abu muda dengan alis oranye dan superciliary hitam.,['superciliary'],['superciliary']
"this bird has a brown crown, a black bill, and a black superciliary","burung ini mempunyai mahkota berwarna coklat, paruh berwarna hitam, dan superciliary berwarna hitam",['superciliary'],['superciliary']
this bird has a gray belly and breast with a black superciliary and a short pointy bill.,burung ini memiliki perut dan dada berwarna abu-abu dengan superciliary berwarna hitam dan paruh pendek yang runcing.,['superciliary'],['superciliary']
